id,source,category,title,price,rating,review_count,url,img_url,scraped_at,expensive,price_q_5,price_q_25,price_q_50,price_q_75,price_q_95,price_group,price_flag,outlier
26015,amazon,ram,CORSAIR VENGEANCE RGB PRO DDR4 RAM 32GB (2x16GB) 3200MHz CL16-20-20-38 1.35V Intel AMD Desktop Computer Memory - Black (CMW16GX4M2C3200C16),92.99,4.8,8221,https://www.amazon.com/Corsair-VENGEANCE-3200MHz-Compatible-Computer/dp/B081XWLQKS/ref=sr_1_54?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-54&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/71e6YWJio-L._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26016,amazon,ram,16GB (2X8GB) PC3-12800U DDR3-1600 UDIMM 2Rx8 DIMM RAM DDR3 8GB 1600MHz SDRAM 240-Pin 1.5V CL11 Non-ECC Desktop PC Memory Kit,14.89,4.7,797,https://www.amazon.com/PC3-12800U-DDR3-1600-1600MHz-240-Pin-Non-ECC/dp/B0CPLSHJMM/ref=sr_1_55?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-55&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/61194tQXJXL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,False,True,False,False,False,False,Low,very_low,False
26017,amazon,ram,CORSAIR Vengeance SODIMM DDR4 RAM 32GB (2x16GB) 3200MHz CL22-22-22-53 1.2V Intel AMD Laptop Notebook Memory - Black (CMSX32GX4M2A3200C22),65.25,4.7,3526,https://www.amazon.com/CORSAIR-Vengeance-3200MHz-CL22-22-22-53-Notebook/dp/B08GSTF5NJ/ref=sr_1_56?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-56&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/71USnvbnjIL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26018,amazon,ram,CORSAIR Vengeance DDR5 RAM 32GB (2x16GB) 6400MHz CL36-48-48-104 1.35V AMD Expo Intel XMP 3.0 Desktop Computer Memory – Gray (CMK32GX5M2B6400Z36),110.99,4.4,36,https://www.amazon.com/CORSAIR-Vengeance-6400MHz-CL36-48-48-104-Computer/dp/B0DJW4PKY3/ref=sr_1_57?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-57&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/61nvWBCR4yL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26019,amazon,ram,【DDR4 RAM】 GIGASTONE Game PRO 32GB Kit (2x16GB) DDR4 3200MHz PC4-25600 CL 16-18-18-40 Intel XMP 2.0 AMD Ryzen 1.35V UDIMM 288 Pin Unbuffered Non ECC High Performance Gaming Desktop Memory - White,70.99,4.7,234,https://www.amazon.com/GIGASTONE-Desktop-DDR4-3200MHz-PC4-25600-Unbuffered/dp/B0CB2TZKCG/ref=sr_1_58?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-58&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/51BM392zpdL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26020,amazon,ram,【RGB DDR4 RAM】GIGASTONE Game TURBO 32GB Kit (2x16GB)DDR4 3200MHz PC4-25600 CL16-18-18-40 Intel XMP 2.0 AMD Ryzen 1.35V UDIMM 288 Pin Unbuffered Non ECC High Performance Gaming Desktop Memory - Black,88.99,4.5,317,https://www.amazon.com/GIGASTONE-Desktop-DDR4-3200MHz-PC4-25600-Unbuffered/dp/B0CB2VGYFW/ref=sr_1_61?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-61&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/510V6PbPGrL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26021,amazon,ram,Timetec 16GB KIT(2x8GB) DDR4 3200MHz (or 2933MHz or 2666MHz) PC4-25600 Non-ECC Unbuffered 1.2V CL22 1Rx8 Single Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade,25.99,4.7,3048,https://www.amazon.com/Timetec-PC4-25600-Unbuffered-Notebook-Computer/dp/B08PY55S6F/ref=sr_1_62?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-62&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/71UmsFuhQzL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,False,True,True,False,False,False,Mid-Low,very_low,False
26022,amazon,ram,TEAMGROUP T-Force Delta Alpha RGB DDR5 Ram 32GB Kit (2x16GB) 6000MHz (PC5-48000) CL38 Intel XMP 3.0 & AMD Expo Compatible Desktop Memory Module Ram White - FF8D532G6000HC38ADC01,86.99,4.6,339,https://www.amazon.com/TEAMGROUP-T-Force-6000MHz-Optimized-FF8D532G6000HC38ADC01/dp/B0BRQ2NZTJ/ref=sr_1_63?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-63&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/71t-pPgHwyL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26023,amazon,ram,TEAMGROUP T-Force Delta RGB DDR4 16GB (2x8GB) 3600MHz (PC4-28800) CL18 Desktop Gaming Memory Module Ram TF3D416G3600HC18JDC01 - Black,41.99,4.8,11774,https://www.amazon.com/TEAMGROUP-T-Force-3600MHz-PC4-28800-TF3D416G3600HC18JDC01/dp/B08FBGJ4KG/ref=sr_1_64?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-64&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/71yyY+Y29WL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,very_low,False
26024,amazon,ram,Patriot Memory Viper Venom DDR5 RAM 32GB (2X16GB) 6000MHz CL30 1.35v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP/AMD Expo - PVV532G600C30K,87.99,4.6,1011,https://www.amazon.com/Patriot-2X16GB-6000MT-Desktop-Memory/dp/B0D4NLSP87/ref=sr_1_65?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-65&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/610Hy5HZ00L._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26025,amazon,ram,CORSAIR Vengeance RGB DDR5 RAM 32GB (2x16GB) 6400MHz CL36-48-48-104 1.35V AMD Expo Intel XMP 3.0 Desktop Computer Memory – Gray (CMH32GX5M2B6400Z36),119.99,4.5,20,https://www.amazon.com/CORSAIR-Vengeance-6400MHz-CL36-48-48-104-Computer/dp/B0DJW4SPPK/ref=sr_1_66?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-66&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/71O+5BneBVL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26026,amazon,ram,PNY XLR8 Gaming Epic-X RGB™ 32GB (2x16GB) DDR5 RAM 6000MHz CL36 1.35V (XMP/Expo Compatible) Desktop Memory Kit,87.99,4.6,141,https://www.amazon.com/PNY-Gaming-6000MHz-Compatible-Desktop/dp/B0DSQ8SPP5/ref=sr_1_67?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-67&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/51+lJyyTXZL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26027,amazon,ram,TEAMGROUP T-Force Vulcan Z DDR4 16GB Kit (2x8GB) 3200MHz (PC4-25600) CL16 Desktop Memory Module Ram Black TLZBD416G3200HC16FDC01,29.99,4.8,334,https://www.amazon.com/TEAMGROUP-T-Force-3200MHz-PC4-25600-TLZBD416G3200HC16FDC01/dp/B0B3QZPH37/ref=sr_1_68?dib=eyJ2IjoiMSJ9.iJQAjHd3tGQhZ-_LV4Q_GJvpdq4OpY2cqH9fRf_-NuEjFM0knEkPsN65v_4Zf3Hp42D3ns6ldevQkAVsL98h-Di9ffX3spy69CmRm4HDpBIc6jPkodQBn6HcWKZGhsx0JKWH1B-qfZfchXAZURSk0ox3UNgZEM3J79seHsxn_6dzyAp_7R66VQSUs5RP8kCEd0NUyTBlho2CbCHcJTNq0HthqiZCNQc5LBowwf8cbCo.5ztClu6IOg5REKvIf06Y_2KjgFjAjHfotw-wj4EPt_o&dib_tag=se&keywords=RAM&qid=1751287195&sr=8-68&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/61+0UEKmgoL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,False,True,True,False,False,False,Mid-Low,very_low,False
26028,amazon,ram,"Timetec Pinnacle Konduit RGB DDR4 3200MHz PC4-25600 CL16-18-18-38 XMP2.0 Overclocking 1.35V Compatible for AMD and Intel Desktop Gaming PC Memory Module RAM (RGB White, 16GB KIT(2x8GB))",36.99,4.6,306,https://www.amazon.com/Timetec-PC4-25600-CL16-18-18-38-Overclocking-Compatible/dp/B09T2ZWVYF/ref=sr_1_67?dib=eyJ2IjoiMSJ9.5qS1NCFStnsTbVT2Debac33HM0espV8D0KjHtXou7h5Xfs3QDJt4G7uIGaxPUmhg3sF-TaV3v4xVK-zxFlUNM56B6jnTXDzpwgb99-OUSrI8G07c6aOFE26wGGRXUYNkoCl7BOZc_4S-U-2LjzOWsU7sn7aMb7OkiEC8q757-V406Cghi4bnpibUC8-jTP5b4jS-RCTw3L_30O5AS0WNstBZE4zRh9nSBfhtRQmtZPY.98aqovF_l62w9tVJPrUdrxWvYyTmXzTa7IRxigRyHSo&dib_tag=se&keywords=RAM&qid=1751287202&sr=8-67&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/714g-JoT-EL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,False,True,True,False,False,False,Mid-Low,very_low,False
26029,amazon,ram,TEAMGROUP T-CREATE Expert overclocking 10L DDR4 64GB Kit (2 x 32GB) 3600MHz (PC4 28800) CL18 Desktop Memory Module Ram - TTCED464G3600HC18JDC01,116.99,4.8,2502,https://www.amazon.com/TEAMGROUP-T-Create-overclocking-3600MHz-Desktop/dp/B091FLPCTM/ref=sr_1_68?dib=eyJ2IjoiMSJ9.5qS1NCFStnsTbVT2Debac33HM0espV8D0KjHtXou7h5Xfs3QDJt4G7uIGaxPUmhg3sF-TaV3v4xVK-zxFlUNM56B6jnTXDzpwgb99-OUSrI8G07c6aOFE26wGGRXUYNkoCl7BOZc_4S-U-2LjzOWsU7sn7aMb7OkiEC8q757-V406Cghi4bnpibUC8-jTP5b4jS-RCTw3L_30O5AS0WNstBZE4zRh9nSBfhtRQmtZPY.98aqovF_l62w9tVJPrUdrxWvYyTmXzTa7IRxigRyHSo&dib_tag=se&keywords=RAM&qid=1751287202&sr=8-68&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/41+YoHduIXL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26030,amazon,ram,TEAMGROUP T-Create TTCED432G32G3200HC16FDC01 Expert Overclocking 10L DDR4 32GB 3200MHz (PC4 25600) CL16 Desktop RAM Memory Module,50.99,4.7,492,https://www.amazon.com/TEAMGROUP-T-Create-overclocking-3200MHz-Desktop/dp/B09GX8KPH8/ref=sr_1_69?dib=eyJ2IjoiMSJ9.5qS1NCFStnsTbVT2Debac33HM0espV8D0KjHtXou7h5Xfs3QDJt4G7uIGaxPUmhg3sF-TaV3v4xVK-zxFlUNM56B6jnTXDzpwgb99-OUSrI8G07c6aOFE26wGGRXUYNkoCl7BOZc_4S-U-2LjzOWsU7sn7aMb7OkiEC8q757-V406Cghi4bnpibUC8-jTP5b4jS-RCTw3L_30O5AS0WNstBZE4zRh9nSBfhtRQmtZPY.98aqovF_l62w9tVJPrUdrxWvYyTmXzTa7IRxigRyHSo&dib_tag=se&keywords=RAM&qid=1751287202&sr=8-69&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/71lBdR146xL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26031,amazon,ram,Yongxinsheng DDR4 2666MHz 32GB Kit (16GBx2) Desktop RAM PC4-21300 UDIMM Non-ECC Unbuffered 1.2V 288-Pin CL19 PC Computer Memory Upgrade Module Kit (Black),43.99,4.5,2597,https://www.amazon.com/Yongxinsheng-2666MHz-PC4-21300-Unbuffered-Computer/dp/B0CD7PJ4DV/ref=sr_1_70?dib=eyJ2IjoiMSJ9.5qS1NCFStnsTbVT2Debac33HM0espV8D0KjHtXou7h5Xfs3QDJt4G7uIGaxPUmhg3sF-TaV3v4xVK-zxFlUNM56B6jnTXDzpwgb99-OUSrI8G07c6aOFE26wGGRXUYNkoCl7BOZc_4S-U-2LjzOWsU7sn7aMb7OkiEC8q757-V406Cghi4bnpibUC8-jTP5b4jS-RCTw3L_30O5AS0WNstBZE4zRh9nSBfhtRQmtZPY.98aqovF_l62w9tVJPrUdrxWvYyTmXzTa7IRxigRyHSo&dib_tag=se&keywords=RAM&qid=1751287202&sr=8-70&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/6197VzEXHvL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,very_low,False
26032,amazon,ram,CORSAIR Vengeance RGB DDR5 Light Enhancement Kit (No Physical Memory) – Black,34.99,4.4,76,https://www.amazon.com/CORSAIR-Vengeance-Enhancement-Physical-Memory/dp/B0DNTQJGN1/ref=sr_1_71?dib=eyJ2IjoiMSJ9.5qS1NCFStnsTbVT2Debac33HM0espV8D0KjHtXou7h5Xfs3QDJt4G7uIGaxPUmhg3sF-TaV3v4xVK-zxFlUNM56B6jnTXDzpwgb99-OUSrI8G07c6aOFE26wGGRXUYNkoCl7BOZc_4S-U-2LjzOWsU7sn7aMb7OkiEC8q757-V406Cghi4bnpibUC8-jTP5b4jS-RCTw3L_30O5AS0WNstBZE4zRh9nSBfhtRQmtZPY.98aqovF_l62w9tVJPrUdrxWvYyTmXzTa7IRxigRyHSo&dib_tag=se&keywords=RAM&qid=1751287202&sr=8-71&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/716jiyFhdSL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,False,True,True,False,False,False,Mid-Low,very_low,False
26033,amazon,ram,CORSAIR Vengeance RGB DDR5 RAM 32GB (2x16GB) 6000MHz CL36-44-44-96 1.4V AMD Expo & Intel XMP Desktop Computer Memory - White (CMH32GX5M2E6000Z36W),119.99,4.9,31,https://www.amazon.com/CORSAIR-Vengeance-6000MHz-CL36-44-44-96-Computer/dp/B0DPJ8DNB3/ref=sr_1_72?dib=eyJ2IjoiMSJ9.5qS1NCFStnsTbVT2Debac33HM0espV8D0KjHtXou7h5Xfs3QDJt4G7uIGaxPUmhg3sF-TaV3v4xVK-zxFlUNM56B6jnTXDzpwgb99-OUSrI8G07c6aOFE26wGGRXUYNkoCl7BOZc_4S-U-2LjzOWsU7sn7aMb7OkiEC8q757-V406Cghi4bnpibUC8-jTP5b4jS-RCTw3L_30O5AS0WNstBZE4zRh9nSBfhtRQmtZPY.98aqovF_l62w9tVJPrUdrxWvYyTmXzTa7IRxigRyHSo&dib_tag=se&keywords=RAM&qid=1751287202&sr=8-72&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/71l75j6yCIL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26034,amazon,ram,CORSAIR Dominator Titanium RGB DDR5 RAM 64GB (2x32GB) DDR5 6600MHz CL32 Intel XMP iCUE Compatible Computer Memory - Black (CMP64GX5M2X6600C32),311.95,4.5,85,https://www.amazon.com/CORSAIR-Dominator-Titanium-Compatible-Computer/dp/B0CHSJGCJ2/ref=sr_1_73?dib=eyJ2IjoiMSJ9.5qS1NCFStnsTbVT2Debac33HM0espV8D0KjHtXou7h5Xfs3QDJt4G7uIGaxPUmhg3sF-TaV3v4xVK-zxFlUNM56B6jnTXDzpwgb99-OUSrI8G07c6aOFE26wGGRXUYNkoCl7BOZc_4S-U-2LjzOWsU7sn7aMb7OkiEC8q757-V406Cghi4bnpibUC8-jTP5b4jS-RCTw3L_30O5AS0WNstBZE4zRh9nSBfhtRQmtZPY.98aqovF_l62w9tVJPrUdrxWvYyTmXzTa7IRxigRyHSo&dib_tag=se&keywords=RAM&qid=1751287202&sr=8-73&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/611o1NX2HvL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,False
26035,amazon,ram,"Timetec 16GB KIT(2x8GB) Compatible for Apple DDR3L 1600MHz for Early/Mid/Late Mac Book Pro(2011-2012), iMac(2011-2015), Mac Mini(2011-2012) MAC RAM",16.99,4.7,10481,https://www.amazon.com/Timetec-1600MHz-PC3L-12800-Pro13-inch-21-5-inch/dp/B00SNSKH7M/ref=sr_1_74?dib=eyJ2IjoiMSJ9.5qS1NCFStnsTbVT2Debac33HM0espV8D0KjHtXou7h5Xfs3QDJt4G7uIGaxPUmhg3sF-TaV3v4xVK-zxFlUNM56B6jnTXDzpwgb99-OUSrI8G07c6aOFE26wGGRXUYNkoCl7BOZc_4S-U-2LjzOWsU7sn7aMb7OkiEC8q757-V406Cghi4bnpibUC8-jTP5b4jS-RCTw3L_30O5AS0WNstBZE4zRh9nSBfhtRQmtZPY.98aqovF_l62w9tVJPrUdrxWvYyTmXzTa7IRxigRyHSo&dib_tag=se&keywords=RAM&qid=1751287202&sr=8-74&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/71Ka4bpBOyL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,False,True,False,False,False,False,Low,very_low,False
26036,amazon,ram,CORSAIR VENGEANCE RGB DDR5 32GB (2x16GB) DDR5 6000MHz CL36 AMD EXPO Intel XMP iCUE Compatible Computer Memory – Gray (CMH32GX5M2E6000Z36),94.99,4.8,512,https://www.amazon.com/CORSAIR-VENGEANCE-6000MHz-Compatible-Computer/dp/B0CJ8ZJPF3/ref=sr_1_77?dib=eyJ2IjoiMSJ9.5qS1NCFStnsTbVT2Debac33HM0espV8D0KjHtXou7h5Xfs3QDJt4G7uIGaxPUmhg3sF-TaV3v4xVK-zxFlUNM56B6jnTXDzpwgb99-OUSrI8G07c6aOFE26wGGRXUYNkoCl7BOZc_4S-U-2LjzOWsU7sn7aMb7OkiEC8q757-V406Cghi4bnpibUC8-jTP5b4jS-RCTw3L_30O5AS0WNstBZE4zRh9nSBfhtRQmtZPY.98aqovF_l62w9tVJPrUdrxWvYyTmXzTa7IRxigRyHSo&dib_tag=se&keywords=RAM&qid=1751287202&sr=8-77&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/71O+5BneBVL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,normal,False
26037,amazon,ram,XPG DDR4 D50 RGB 16GB (2x8GB) 3200MHz PC4-25600 U-DIMM 288-Pins Desktop Memory CL16 Kit White (AX4U32008G16A-DW50),44.97,4.8,2088,https://www.amazon.com/XPG-D50-PC4-25600-288-Pins-AX4U32008G16A-DW50/dp/B092G5Y6QP/ref=sr_1_78?dib=eyJ2IjoiMSJ9.5qS1NCFStnsTbVT2Debac33HM0espV8D0KjHtXou7h5Xfs3QDJt4G7uIGaxPUmhg3sF-TaV3v4xVK-zxFlUNM56B6jnTXDzpwgb99-OUSrI8G07c6aOFE26wGGRXUYNkoCl7BOZc_4S-U-2LjzOWsU7sn7aMb7OkiEC8q757-V406Cghi4bnpibUC8-jTP5b4jS-RCTw3L_30O5AS0WNstBZE4zRh9nSBfhtRQmtZPY.98aqovF_l62w9tVJPrUdrxWvYyTmXzTa7IRxigRyHSo&dib_tag=se&keywords=RAM&qid=1751287202&sr=8-78&xpid=3hP1Aa7ZHirLZ,https://m.media-amazon.com/images/I/61s6Wg7BcqL._AC_UY218_.jpg,2025-06-30 12:39:15.487719,True,True,True,True,False,False,Mid-High,very_low,False
